,location,total_sqft,bath,size_BHK,price
631,Banashankari,1040.0,2.0,2,45.0
632,Banashankari,1330.0,2.0,2,77.0
633,Banashankari,1200.0,2.0,2,49.0
634,Banashankari,1185.0,2.0,2,67.0
635,Banashankari,1000.0,2.0,2,50.0
636,Banashankari,1650.0,3.0,3,90.75
637,Banashankari,1650.0,3.0,3,101.0
638,Banashankari,1310.0,2.0,2,80.43
639,Banashankari,600.0,1.0,2,27.0
640,Banashankari,1430.0,2.0,2,87.8
641,Banashankari,1020.0,2.0,2,42.83
643,Banashankari,1540.0,3.0,3,80.0
644,Banashankari,1195.0,2.0,2,35.84
645,Banashankari,1683.0,3.0,3,115.0
646,Banashankari,1800.0,3.0,3,125.0
647,Banashankari,1175.0,2.0,2,41.13
648,Banashankari,1750.0,2.0,3,89.0
649,Banashankari,1800.0,3.0,3,175.0
650,Banashankari,1450.0,2.0,2,50.75
651,Banashankari,1770.0,3.0,3,108.0
652,Banashankari,1800.0,3.0,3,125.0
655,Banashankari,1200.0,3.0,3,74.52
656,Banashankari,1100.0,2.0,2,63.0
657,Banashankari,1020.0,2.0,2,40.79
658,Banashankari,1260.0,2.0,2,75.0
660,Banashankari,1426.0,3.0,3,85.0
661,Banashankari Stage III,1305.0,2.0,3,58.7
662,Banashankari Stage III,1145.0,2.0,2,58.4
663,Banashankari Stage III,1650.0,3.0,3,118.0
664,Banashankari Stage III,2400.0,4.0,4,240.0
665,Banashankari Stage III,1350.0,2.0,3,68.0
667,Banashankari Stage III,1305.0,2.0,3,59.0
668,Banashankari Stage III,1305.0,2.0,3,60.0
669,Banashankari Stage III,1200.0,2.0,2,42.0
670,Banashankari Stage III,1305.0,2.0,3,59.0
671,Banashankari Stage III,1480.0,3.0,3,75.48
672,Banashankari Stage III,1305.0,2.0,3,59.0
673,Banashankari Stage III,1304.0,2.0,2,111.0
674,Banashankari Stage III,3000.0,6.0,6,150.0
675,Banashankari Stage III,1085.0,2.0,2,50.0
676,Banashankari Stage III,1500.0,2.0,3,100.0
677,Banashankari Stage III,2100.0,3.0,4,147.0
678,Banashankari Stage III,1420.0,2.0,3,95.0
679,Bannerghatta Road,500.0,1.0,1,18.5
680,Bannerghatta Road,1050.0,2.0,2,65.0
681,Bannerghatta Road,1170.0,2.0,3,66.0
682,Bannerghatta Road,595.0,1.0,1,33.32
683,Bannerghatta Road,1445.0,3.0,3,95.0
684,Bannerghatta Road,1640.0,2.0,3,120.0
686,Bannerghatta Road,1460.0,2.0,3,90.0
688,Bannerghatta Road,1179.0,2.0,2,66.02
689,Bannerghatta Road,1122.5,2.0,2,58.935
690,Bannerghatta Road,793.0,2.0,2,45.0
692,Bannerghatta Road,1400.0,2.0,2,78.0
694,Bannerghatta Road,1215.0,2.0,2,50.0
695,Bannerghatta Road,1654.0,3.0,3,100.0
696,Bannerghatta Road,1181.0,2.0,2,55.0
698,Bannerghatta Road,1200.0,2.0,2,75.0
700,Bannerghatta Road,595.0,1.0,1,31.83
701,Bannerghatta Road,1105.0,2.0,2,51.0
702,Bannerghatta Road,1255.0,2.0,2,65.26
704,Bannerghatta Road,1550.0,3.0,3,82.0
706,Bannerghatta Road,1650.0,3.0,3,122.0
707,Bannerghatta Road,912.0,2.0,2,55.0
708,Bannerghatta Road,1218.0,2.0,2,73.0
710,Bannerghatta Road,1115.0,2.0,2,65.12
712,Bannerghatta Road,1893.0,3.0,3,100.0
713,Bannerghatta Road,1600.0,3.0,3,95.0
714,Bannerghatta Road,1275.0,2.0,2,65.0
715,Bannerghatta Road,892.0,2.0,2,39.0
717,Bannerghatta Road,1260.0,2.0,2,70.0
719,Bannerghatta Road,1157.0,2.0,2,40.0
720,Bannerghatta Road,1150.0,2.0,2,65.0
722,Bannerghatta Road,1100.0,2.0,2,39.0
724,Bannerghatta Road,1725.0,3.0,3,110.0
725,Bannerghatta Road,1850.0,6.0,6,150.0
727,Bannerghatta Road,950.0,2.0,2,38.0
728,Bannerghatta Road,1220.0,2.0,2,80.0
729,Bannerghatta Road,1130.0,2.0,2,78.0
731,Bannerghatta Road,1486.0,3.0,3,83.22
733,Bannerghatta Road,1015.0,2.0,2,48.0
734,Bannerghatta Road,1115.0,2.0,2,61.0
735,Bannerghatta Road,1136.0,2.0,2,48.0
736,Bannerghatta Road,2700.0,4.0,4,260.0
737,Bannerghatta Road,1200.0,2.0,3,69.0
738,Bannerghatta Road,1465.0,2.0,3,76.0
739,Bannerghatta Road,1302.5,2.0,2,67.73
740,Bannerghatta Road,1200.0,2.0,2,65.0
741,Bannerghatta Road,1240.0,2.0,2,65.0
742,Bannerghatta Road,1476.0,3.0,3,125.0
744,Bannerghatta Road,1532.5,3.0,3,84.29
746,Bannerghatta Road,1268.0,2.0,2,69.0
747,Bannerghatta Road,1450.0,2.0,3,87.0
748,Bannerghatta Road,2932.0,5.0,4,195.0
751,Bannerghatta Road,960.0,2.0,2,58.0
752,Bannerghatta Road,1750.0,3.0,3,130.0
753,Bannerghatta Road,1275.0,2.0,2,73.0
755,Bannerghatta Road,1240.0,2.0,2,71.0
757,Bannerghatta Road,1215.0,2.0,2,68.0
758,Bannerghatta Road,1215.0,2.0,2,68.0
759,Bannerghatta Road,1894.0,3.0,3,115.0
761,Bannerghatta Road,1693.0,3.0,3,89.0
762,Bannerghatta Road,1280.0,2.0,2,60.16
764,Bannerghatta Road,630.0,1.0,1,35.0
765,Bannerghatta Road,1215.0,2.0,2,68.0
766,Bannerghatta Road,1365.0,3.0,3,76.18
767,Bannerghatta Road,1115.0,2.0,2,78.0
768,Bannerghatta Road,1532.5,3.0,3,79.465
770,Bannerghatta Road,1655.0,3.0,3,90.0
771,Bannerghatta Road,1247.0,2.0,2,47.39
772,Bannerghatta Road,1237.5,2.0,2,49.49
773,Bannerghatta Road,1650.0,3.0,3,94.0
774,Bannerghatta Road,905.0,2.0,2,65.0
775,Bannerghatta Road,1000.0,2.0,2,50.0
776,Bannerghatta Road,2185.0,3.0,4,120.0
777,Bannerghatta Road,1012.0,2.0,2,45.0
779,Bannerghatta Road,1460.0,2.0,3,80.0
780,Bannerghatta Road,1340.0,2.0,2,85.0
781,Bannerghatta Road,1711.0,3.0,3,125.0
782,Bannerghatta Road,1520.0,2.0,3,81.0
783,Bannerghatta Road,2826.0,3.0,3,148.0
784,Bannerghatta Road,1115.0,2.0,2,61.0
785,Bannerghatta Road,1154.0,2.0,2,47.0
786,Bannerghatta Road,1000.0,2.0,2,44.5
787,Bannerghatta Road,1250.0,2.0,2,48.0
788,Bannerghatta Road,1640.0,3.0,3,105.0
790,Bannerghatta Road,1012.0,2.0,2,44.0
791,Bannerghatta Road,1527.0,3.0,3,115.0
794,Bannerghatta Road,1550.0,3.0,3,96.0
795,Bannerghatta Road,1200.0,2.0,2,78.0
796,Bannerghatta Road,1885.0,3.0,3,125.0
798,Bannerghatta Road,1450.0,2.0,3,78.0
799,Bannerghatta Road,700.0,1.0,1,31.2
802,Bannerghatta Road,905.0,2.0,2,58.0
804,Bannerghatta Road,1920.0,3.0,3,122.0
805,Bannerghatta Road,2400.0,4.0,4,180.0
807,Bannerghatta Road,1270.0,2.0,2,45.0
808,Bannerghatta Road,1520.0,2.0,3,80.0
809,Bannerghatta Road,1270.0,2.0,3,73.0
810,Bannerghatta Road,1846.0,3.0,3,120.0
812,Bannerghatta Road,1122.5,2.0,2,61.74
813,Bannerghatta Road,1655.0,3.0,3,95.0
814,Bannerghatta Road,1206.0,2.0,2,53.0
815,Bannerghatta Road,1150.0,2.0,2,55.0
816,Bannerghatta Road,1215.0,2.0,2,65.0
817,Bannerghatta Road,1510.0,2.0,3,110.0
818,Bannerghatta Road,1022.0,2.0,2,35.0
819,Bannerghatta Road,1246.0,2.0,2,47.35
820,Bannerghatta Road,1470.0,2.0,3,85.0
821,Bannerghatta Road,1160.0,2.0,2,45.0
822,Bannerghatta Road,970.0,2.0,2,57.0
823,Bannerghatta Road,1527.0,3.0,3,142.0
826,Basavangudi,1036.0,2.0,2,105.0
827,Basavangudi,2600.0,4.0,4,260.0
828,Basavangudi,1600.0,2.0,3,160.0
829,Basavangudi,1560.0,2.0,2,145.0
831,Basavangudi,1800.0,3.0,3,195.0
832,Basavangudi,1100.0,2.0,2,93.0
834,Basavangudi,1050.0,2.0,2,103.0
837,Basavangudi,1180.0,2.0,2,124.0
839,Basavangudi,1200.0,2.0,2,120.0
841,Basavangudi,2453.0,3.0,4,250.0
842,Basaveshwara Nagar,4500.0,5.0,5,415.0
843,Basaveshwara Nagar,1865.0,3.0,3,145.0
844,Basaveshwara Nagar,1200.0,2.0,2,90.0
845,Basaveshwara Nagar,2400.0,4.0,5,310.0
846,Basaveshwara Nagar,1200.0,2.0,2,80.0
847,Basaveshwara Nagar,900.0,2.0,2,60.0
848,Basaveshwara Nagar,1900.0,3.0,3,150.0
849,Basaveshwara Nagar,1200.0,2.0,2,85.0
850,Basaveshwara Nagar,1200.0,2.0,2,70.0
851,Battarahalli,1200.0,2.0,2,65.0
852,Battarahalli,1779.0,3.0,3,89.61
853,Battarahalli,1300.0,2.0,2,50.0
854,Battarahalli,1945.0,3.0,3,97.42
855,Battarahalli,1777.0,3.0,3,100.0
856,Battarahalli,1135.0,2.0,2,43.0
857,Battarahalli,1276.0,2.0,2,45.0
858,Battarahalli,1880.0,3.0,3,94.36
859,Battarahalli,1071.0,2.0,2,62.0
860,Battarahalli,1165.0,2.0,2,43.0
861,Battarahalli,1636.0,2.0,2,82.89
862,Battarahalli,1779.0,3.0,3,90.0
864,Battarahalli,1090.0,2.0,2,38.37
865,Battarahalli,2082.0,3.0,3,104.0
866,Battarahalli,2024.0,3.0,3,103.0
867,Battarahalli,1097.0,2.0,2,49.0
868,Begur Road,1200.0,2.0,2,44.0
869,Begur Road,1200.0,2.0,2,46.8
870,Begur Road,1160.0,2.0,2,44.0
871,Begur Road,1584.0,3.0,3,65.0
873,Begur Road,1615.0,3.0,3,59.76
874,Begur Road,1200.0,2.0,2,43.2
875,Begur Road,1160.0,2.0,2,44.08
876,Begur Road,1200.0,2.0,2,45.0
877,Begur Road,1615.0,3.0,3,60.0
878,Begur Road,1410.0,2.0,3,53.0
879,Begur Road,1200.0,2.0,2,37.8
880,Begur Road,1160.0,2.0,2,40.59
881,Begur Road,1260.0,2.0,2,46.62
882,Begur Road,1600.0,3.0,3,58.14
884,Begur Road,1500.0,2.0,3,70.0
885,Begur Road,1160.0,2.0,2,42.0
886,Begur Road,1240.0,2.0,2,39.06
887,Begur Road,1200.0,2.0,2,45.0
888,Begur Road,1500.0,2.0,3,55.0
889,Begur Road,1410.0,2.0,3,52.17
891,Begur Road,1583.0,3.0,3,74.4
892,Begur Road,1170.0,2.0,2,46.0
893,Begur Road,1160.0,2.0,2,42.92
894,Begur Road,1410.0,2.0,3,52.17
896,Begur Road,1565.0,2.0,3,59.76
897,Begur Road,1160.0,2.0,2,42.0
899,Begur Road,1410.0,2.0,3,53.58
900,Begur Road,1200.0,2.0,2,45.0
901,Begur Road,1200.0,2.0,2,42.6
902,Begur Road,1160.0,2.0,2,42.0
903,Begur Road,1334.0,2.0,2,42.69
904,Begur Road,1565.0,2.0,3,57.91
905,Begur Road,1200.0,2.0,2,45.6
906,Begur Road,1215.0,2.0,2,43.13
907,Begur Road,1160.0,2.0,2,36.54
909,Begur Road,1200.0,2.0,2,44.4
911,Begur Road,1260.0,2.0,2,39.69
912,Begur Road,2464.5,6.0,4,118.0
913,Begur Road,1160.0,2.0,2,44.0
915,Begur Road,952.0,2.0,2,42.0
918,Begur Road,1200.0,2.0,2,42.0
919,Begur Road,1240.0,2.0,2,45.88
920,Begur Road,1200.0,3.0,3,50.0
922,Begur Road,1200.0,2.0,2,44.0
924,Begur Road,1100.0,2.0,2,42.6
925,Begur Road,1565.0,2.0,3,57.91
926,Begur Road,1200.0,2.0,2,44.4
927,Begur Road,1160.0,2.0,2,36.54
928,Begur Road,1215.0,2.0,2,43.75
929,Begur Road,1200.0,2.0,2,44.73
930,Begur Road,1160.0,2.0,2,42.0
931,Begur Road,1410.0,2.0,3,54.99
932,Bellandur,1767.0,3.0,3,103.0
933,Bellandur,1205.0,2.0,2,66.0
934,Bellandur,1250.0,2.0,2,76.0
935,Bellandur,1000.0,2.0,2,50.0
936,Bellandur,1281.0,2.0,2,74.0
937,Bellandur,921.0,2.0,2,40.0
939,Bellandur,1490.0,2.0,3,98.0
941,Bellandur,2039.0,3.0,3,168.0
942,Bellandur,1605.0,3.0,3,85.0
943,Bellandur,1692.0,3.0,3,88.0
944,Bellandur,1220.0,2.0,2,60.0
945,Bellandur,1299.0,2.0,2,82.0
946,Bellandur,900.0,2.0,2,56.0
947,Bellandur,1350.0,2.0,2,79.0
948,Bellandur,1286.0,2.0,2,57.0
949,Bellandur,3016.0,4.0,4,230.0
950,Bellandur,1457.0,2.0,2,85.0
951,Bellandur,1195.0,2.0,2,51.0
952,Bellandur,1050.0,2.0,2,72.0
953,Bellandur,3600.0,4.0,4,260.0
954,Bellandur,1310.0,2.0,2,72.0
955,Bellandur,924.0,2.0,2,35.11
956,Bellandur,1785.0,3.0,3,118.0
957,Bellandur,1051.0,2.0,2,60.0
959,Bellandur,1060.0,2.0,2,65.0
960,Bellandur,1100.0,2.0,2,62.0
961,Bellandur,1550.0,2.0,2,59.0
962,Bellandur,924.0,2.0,2,35.11
964,Bellandur,1685.0,3.0,3,100.0
965,Bellandur,982.0,2.0,2,55.0
966,Bellandur,981.0,2.0,2,37.28
967,Bellandur,1205.0,2.0,2,59.0
968,Bellandur,1063.0,2.0,2,58.0
969,Bellandur,1201.0,2.0,2,59.99
970,Bellandur,1325.0,2.0,2,65.0
971,Bellandur,1281.0,2.0,2,87.0
973,Bellandur,1200.0,2.0,2,52.0
974,Bellandur,1785.0,3.0,3,120.0
975,Bellandur,1088.0,2.0,2,48.0
976,Bellandur,1310.0,2.0,2,85.0
977,Bellandur,982.0,2.0,2,37.28
978,Bellandur,1465.0,3.0,2,90.0
979,Bellandur,1767.0,3.0,3,109.0
980,Bellandur,924.0,2.0,2,35.11
981,Bellandur,3600.0,4.0,4,245.0
982,Bellandur,1170.0,2.0,2,46.79
983,Bellandur,1150.0,2.0,2,69.44
984,Bellandur,1200.0,2.0,2,45.0
986,Bellandur,1410.0,3.0,2,92.0
987,Bellandur,950.0,2.0,2,35.0
988,Bellandur,1015.0,2.0,2,60.0
990,Bellandur,1685.0,3.0,3,101.0
991,Bellandur,1735.0,3.0,3,105.0
992,Bellandur,1685.0,3.0,3,115.0
993,Bellandur,1846.0,3.0,3,135.0
994,Bellandur,1049.0,2.0,2,51.0
996,Bellandur,1211.0,2.0,2,63.0
997,Bellandur,1717.0,3.0,3,110.0
999,Bellandur,1185.0,2.0,2,47.39
1000,Bellandur,1200.0,2.0,2,62.0
1004,Bellandur,1251.0,2.0,2,47.0
1006,Bellandur,960.0,2.0,2,48.0
1007,Bellandur,1690.0,2.0,3,116.0
1008,Bellandur,950.0,1.0,1,40.0
1009,Bellandur,850.0,2.0,2,45.0
1010,Bellandur,1454.0,2.0,2,90.0
1012,Bellandur,1195.0,2.0,2,52.0
1013,Bellandur,1435.0,2.0,3,115.0
1015,Bellandur,1260.0,2.0,2,83.5
1016,Bellandur,1535.0,3.0,3,90.0
1017,Bellandur,1047.0,2.0,2,75.0
1018,Bellandur,1096.0,2.0,2,40.0
1019,Bellandur,1262.0,2.0,2,47.0
1020,Bhoganhalli,1670.0,3.0,3,99.0
1023,Bhoganhalli,1444.0,2.0,2,75.97
1024,Bhoganhalli,1447.0,2.0,2,75.97
1025,Bhoganhalli,1700.0,3.0,3,126.0
1026,Bhoganhalli,1447.0,2.0,2,75.97
1031,Bhoganhalli,1760.0,3.0,3,127.0
1033,Bhoganhalli,1447.0,2.0,2,75.97
1034,Bhoganhalli,1949.0,3.0,3,129.0
1035,Bhoganhalli,1760.0,3.0,3,128.0
1036,Bhoganhalli,1447.0,2.0,2,75.97
1037,Bhoganhalli,2439.0,4.0,4,185.0
1041,Bhoganhalli,1444.0,2.0,2,75.97
1042,Bhoganhalli,1205.0,2.0,2,64.47
1043,Bhoganhalli,1447.0,2.0,2,75.97
1044,Bhoganhalli,2439.0,5.0,4,170.0
1046,Bhoganhalli,1205.0,2.0,2,68.32
1047,Bhoganhalli,1260.0,2.0,2,69.9
1048,Bhoganhalli,2439.0,4.0,4,170.0
1049,Bhoganhalli,1707.0,3.0,3,115.0
1051,Bhoganhalli,970.0,2.0,2,52.5
1053,Bhoganhalli,1277.0,2.0,2,79.89
1055,Bhoganhalli,1703.0,3.0,3,120.0
1056,Binny Pete,1755.0,3.0,3,122.0
1057,Binny Pete,665.0,1.0,1,50.75
1058,Binny Pete,2465.0,5.0,3,234.0
1060,Binny Pete,1245.0,2.0,2,86.28
1061,Binny Pete,660.0,1.0,1,54.0
1062,Binny Pete,665.0,1.0,1,46.08
1063,Binny Pete,660.0,1.0,1,62.0
1064,Binny Pete,1365.0,2.0,2,122.0
1065,Binny Pete,2940.0,6.0,4,280.0
1066,Binny Pete,1795.0,3.0,3,139.0
1067,Binny Pete,1740.0,3.0,3,150.0
1068,Binny Pete,1970.0,3.0,3,164.0
1069,Binny Pete,1516.0,3.0,3,147.0
1070,Bisuvanahalli,1180.0,3.0,3,48.0
1072,Bisuvanahalli,1075.0,2.0,3,46.0
1075,Bisuvanahalli,1075.0,2.0,3,45.0
1077,Bisuvanahalli,845.0,2.0,2,33.0
1078,Bisuvanahalli,1075.0,2.0,3,45.0
1079,Bisuvanahalli,845.0,2.0,2,37.0
1082,Bisuvanahalli,845.0,2.0,2,29.0
1083,Bisuvanahalli,1075.0,2.0,3,47.0
1084,Bisuvanahalli,850.0,1.0,2,32.0
1085,Bisuvanahalli,1075.0,2.0,3,50.0
1086,Bisuvanahalli,1075.0,2.0,3,52.0
1087,Bisuvanahalli,1180.0,2.0,3,46.0
1088,Bisuvanahalli,1075.0,2.0,3,42.0
1089,Bisuvanahalli,845.0,2.0,2,37.0
1090,Bisuvanahalli,1075.0,2.0,3,43.0
1091,Bisuvanahalli,700.0,1.0,2,32.0
1092,Bisuvanahalli,1075.0,2.0,3,52.0
1093,Bisuvanahalli,1075.0,2.0,3,50.0
1095,Bisuvanahalli,845.0,2.0,2,33.0
1096,Bisuvanahalli,945.0,2.0,2,33.0
1097,Bisuvanahalli,845.0,2.0,2,30.0
1100,Bisuvanahalli,1075.0,2.0,3,43.0
1101,Bisuvanahalli,1080.0,2.0,3,45.0
1102,Bisuvanahalli,1180.0,2.0,3,55.5
1103,Bisuvanahalli,1075.0,2.0,3,47.0
1104,Bisuvanahalli,1075.0,2.0,3,48.0
1106,Bisuvanahalli,1075.0,2.0,3,45.0
1107,Bisuvanahalli,1075.0,2.0,3,44.0
1108,Bisuvanahalli,850.0,2.0,2,27.0
1109,Bisuvanahalli,1075.0,2.0,3,42.0
1110,Bisuvanahalli,845.0,2.0,2,32.0
1112,Bisuvanahalli,845.0,2.0,2,34.0
1113,Bommanahalli,3000.0,8.0,8,140.0
1114,Bommanahalli,520.0,1.0,1,19.5
1115,Bommanahalli,515.0,1.0,1,25.0
1116,Bommanahalli,1090.0,3.0,2,44.0
1119,Bommanahalli,1850.0,3.0,3,90.0
1120,Bommanahalli,910.0,2.0,2,45.0
1121,Bommanahalli,1050.0,2.0,2,46.0
1122,Bommanahalli,1100.0,1.0,2,55.0
1124,Bommanahalli,1350.0,2.0,2,72.0
1125,Bommanahalli,2100.0,4.0,4,85.0
1126,Bommanahalli,1307.0,2.0,2,50.0
1127,Bommanahalli,1091.0,2.0,2,40.0
1128,Bommanahalli,1160.0,2.0,2,53.0
1129,Bommanahalli,1050.0,2.0,2,54.0
1130,Bommasandra,1260.0,3.0,3,49.36
1131,Bommasandra,1200.0,3.0,3,46.0
1132,Bommasandra,1035.0,2.0,2,41.0
1133,Bommasandra,1035.0,2.0,2,41.73
1134,Bommasandra,1034.0,2.0,2,40.0
1135,Bommasandra,877.0,2.0,2,30.0
1136,Bommasandra,920.0,2.0,2,37.46
1137,Bommasandra,1035.0,2.0,2,41.43
1138,Bommasandra,1295.0,2.0,3,50.28
1140,Bommasandra,1015.0,2.0,2,40.0
1141,Bommasandra,1000.0,2.0,2,35.0
1142,Bommasandra,955.0,2.0,2,35.28
1143,Bommasandra,1005.0,2.0,2,39.77
1144,Bommasandra,1014.0,2.0,2,35.0
1145,Bommasandra,1020.0,2.0,2,40.89
1146,Bommasandra,920.0,2.0,2,37.2
1147,Bommasandra,800.0,1.0,2,32.0
1148,Bommasandra,1280.0,3.0,3,50.0
1149,Bommasandra,1942.0,3.0,3,90.0
1150,Bommasandra,1127.0,2.0,2,45.0
1152,Bommasandra,877.0,2.0,2,29.0
1153,Bommasandra,1365.0,3.0,3,52.81
1154,Bommasandra,842.0,2.0,2,30.0
1155,Bommasandra,1260.0,3.0,3,49.36
1156,Bommasandra,1365.0,3.0,3,52.82
1157,Bommasandra,955.0,2.0,2,37.97
1158,Bommasandra,1089.0,2.0,2,40.0
1159,Bommasandra,1365.0,3.0,3,53.96
1160,Bommasandra Industrial Area,1090.0,2.0,2,31.48
1162,Bommasandra Industrial Area,1400.0,2.0,3,40.44
1163,Bommasandra Industrial Area,1320.0,2.0,3,38.13
1165,Bommasandra Industrial Area,1020.0,2.0,2,29.45
1166,Bommasandra Industrial Area,1165.0,2.0,2,33.64
1167,Bommasandra Industrial Area,1090.0,2.0,2,31.48
1169,Bommasandra Industrial Area,1000.0,2.0,2,28.88
1170,Bommasandra Industrial Area,1020.0,2.0,2,29.45
1171,Bommasandra Industrial Area,1160.0,2.0,2,33.51
1172,Bommasandra Industrial Area,1125.0,2.0,2,32.49
1175,Bommasandra Industrial Area,1125.0,2.0,2,32.49
1176,Bommasandra Industrial Area,1130.0,2.0,2,32.64
1177,Bommasandra Industrial Area,1065.0,2.0,2,30.75
1178,Brookefield,1150.0,2.0,2,69.0
1179,Brookefield,1142.0,2.0,2,70.0
1183,Brookefield,2800.0,4.0,4,240.0
1184,Brookefield,1476.0,3.0,3,105.0
1185,Brookefield,1700.0,4.0,4,152.0
1186,Brookefield,1262.0,2.0,2,75.0
1187,Brookefield,1139.0,2.0,2,80.0
1188,Brookefield,1125.0,2.0,2,70.0
1189,Brookefield,1420.0,3.0,3,85.0
1191,Brookefield,941.0,2.0,2,48.0
1194,Brookefield,1100.0,2.0,2,55.0
1195,Brookefield,2400.0,3.0,4,140.0
1196,Brookefield,1225.0,2.0,2,66.5
1197,Brookefield,1950.0,6.0,5,175.0
1198,Brookefield,1080.0,2.0,2,50.0
1199,Brookefield,1230.0,2.0,2,55.0
1200,Brookefield,1200.0,2.0,2,75.0
1201,Brookefield,1089.0,2.0,2,49.0
1202,Brookefield,1130.0,2.0,2,56.0
1203,Brookefield,1270.0,2.0,2,95.0
1204,Brookefield,1706.0,3.0,3,115.0
1205,Brookefield,1389.0,2.0,2,94.0
1207,Brookefield,1225.0,2.0,2,72.0
1209,Brookefield,1746.0,3.0,3,115.0
1211,Brookefield,1560.0,3.0,4,149.0
1213,Brookefield,1382.0,2.0,2,84.5
1214,Brookefield,1260.0,2.0,2,70.0
1215,Brookefield,1206.0,2.0,2,90.0
1217,Brookefield,1594.0,3.0,3,140.0
1218,Budigere,1153.0,2.0,2,56.4
1219,Budigere,1162.0,2.0,2,59.9
1220,Budigere,1991.0,4.0,3,103.0
1221,Budigere,1153.0,2.0,2,57.0
1222,Budigere,1162.0,2.0,2,57.0
1223,Budigere,1139.0,2.0,2,62.0
1224,Budigere,1139.0,2.0,2,56.8
1225,Budigere,1139.0,2.0,2,56.85
1228,Budigere,664.0,1.0,1,35.0
1229,Budigere,1820.0,3.0,3,93.0
1230,Budigere,1636.0,3.0,3,85.0
1231,Budigere,1444.0,2.0,2,70.0
1233,Budigere,1139.0,2.0,2,60.0
1235,Budigere,1820.0,3.0,3,93.0
1237,Budigere,1162.0,2.0,2,58.0
1238,Budigere,1636.0,3.0,3,85.0
1239,Budigere,1636.0,3.0,3,92.0
1240,Budigere,1087.0,2.0,2,54.3
1242,Budigere,1149.0,2.0,2,65.0
1243,Budigere,664.0,1.0,1,35.4
1244,Budigere,1153.0,2.0,2,56.7
1246,Budigere,1139.0,2.0,2,56.5
1247,Budigere,1636.0,3.0,3,83.0
1248,Budigere,664.0,1.0,1,34.0
1250,Budigere,1162.0,2.0,2,58.0
1251,Budigere,1153.0,2.0,2,60.0
1252,Budigere,1820.0,3.0,3,99.0
1253,Budigere,1172.0,2.0,2,56.725
1256,Budigere,1820.0,3.0,3,95.0
1258,Budigere,1820.0,3.0,3,95.5
1259,Budigere,1153.0,2.0,2,56.0
1260,Budigere,705.0,1.0,1,34.545
1261,Budigere,1153.0,2.0,2,56.5
1262,Budigere,1153.0,2.0,2,58.0
1263,Budigere,1636.0,3.0,3,88.0
1264,Budigere,1153.0,2.0,2,56.55
1265,Budigere,1153.0,2.0,2,56.5
1266,Budigere,1153.0,2.0,2,60.0
1268,CV Raman Nagar,1120.0,2.0,2,55.0
1269,CV Raman Nagar,1070.0,2.0,2,55.0
1270,CV Raman Nagar,740.0,2.0,2,37.0
1271,CV Raman Nagar,1028.0,2.0,2,49.0
1272,CV Raman Nagar,1392.0,2.0,2,98.0
1273,CV Raman Nagar,1070.0,2.0,2,47.5
1274,CV Raman Nagar,1825.0,3.0,3,126.0
1275,CV Raman Nagar,1025.0,2.0,2,50.0
1277,CV Raman Nagar,1198.0,2.0,2,60.0
1278,CV Raman Nagar,1560.0,2.0,2,85.0
1279,CV Raman Nagar,1590.0,2.0,3,85.0
1280,CV Raman Nagar,1100.0,2.0,2,58.0
1281,CV Raman Nagar,1051.0,2.0,2,61.0
1283,CV Raman Nagar,1020.0,2.0,2,55.0
1284,CV Raman Nagar,1285.0,2.0,2,65.0
1285,CV Raman Nagar,1040.0,2.0,2,50.0
1286,CV Raman Nagar,1392.0,2.0,2,95.0
1287,CV Raman Nagar,705.0,2.0,1,50.0
1288,CV Raman Nagar,1125.0,2.0,2,46.0
1289,CV Raman Nagar,1400.0,2.0,3,78.0
1290,CV Raman Nagar,1400.0,2.0,3,78.0
1291,CV Raman Nagar,907.0,2.0,2,38.0
1293,CV Raman Nagar,1310.0,2.0,2,62.0
1294,Chandapura,650.0,1.0,2,17.0
1295,Chandapura,645.0,1.0,1,16.45
1296,Chandapura,645.0,1.0,1,16.45
1298,Chandapura,1015.0,2.0,2,25.88
1299,Chandapura,530.0,1.0,1,11.66
1300,Chandapura,1208.0,3.0,3,45.0
1302,Chandapura,1200.0,2.0,2,32.0
1303,Chandapura,1025.0,2.0,2,27.68
1304,Chandapura,582.5,1.0,1,15.135
1305,Chandapura,1015.0,2.0,2,25.88
1307,Chandapura,1065.0,2.0,3,33.0
1310,Chandapura,850.0,2.0,2,25.4
1311,Chandapura,590.0,1.0,1,13.57
1312,Chandapura,645.0,1.0,1,16.45
1313,Chandapura,630.0,1.0,1,13.86
1315,Chandapura,1015.0,2.0,2,25.88
1316,Chandapura,1107.0,2.0,3,43.0
1317,Chandapura,520.0,1.0,1,14.04
1318,Chandapura,1200.0,1.0,2,36.0
1319,Chandapura,975.0,2.0,2,24.86
1320,Chandapura,645.0,1.0,1,16.45
1321,Chandapura,985.0,2.0,2,25.12
1322,Chandapura,645.0,1.0,1,16.45
1323,Chandapura,975.0,2.0,2,24.86
1324,Chandapura,700.0,1.0,2,19.0
1326,Chandapura,1095.0,2.0,3,32.0
1327,Chandapura,1891.0,2.0,4,66.165
1328,Chandapura,1208.51,3.0,3,42.0
1329,Chandapura,876.0,2.0,2,29.5
1330,Chandapura,645.0,1.0,1,16.45
1333,Chandapura,645.0,1.0,1,16.45
1334,Chandapura,937.0,2.0,2,30.0
1335,Chandapura,1025.0,2.0,2,27.68
